DESCRIPTIONID	DESCRIPTIONSTATUS	CONCEPTID	TERM	INITIALCAPITALSTATUS	DESCRIPTIONTYPE	LANGUAGECODE
2535391016	0	414387006	Hematological system structure	0	2	en-US
2535392011	0	414387006	Haematological system structure	0	2	en-GB
2535397017	0	414792005	Myeloid neoplasm	0	1	en
2535398010	0	413443009	Acute myeloid leukemia	0	1	en-US
2535399019	0	413443009	Acute myeloid leukaemia	0	1	en-GB
2535412013	0	414388001	Hematopoietic neoplasm	0	1	en-US
2535413015	0	414388001	Haematopoietic neoplasm	0	1	en-GB
2535754012	0	127465007	Gastrointestinal sample	0	2	en
2535804014	1	138875005	SNOMED CT January 2005 Release: 20050131 [R]	1	2	en
2535857010	6	195979001	Hyperreactive airways disease	0	2	en
2535880019	0	20135006	Health screening	0	2	en
2535916016	1	225426007	Adminstration of substance	0	2	en
2536042011	0	269475001	Hematologic malignancy	0	2	en-US
2536043018	0	269475001	Haematologic malignancy	0	2	en-GB
2536068016	0	27471002	Aerobe	0	2	en
2536313011	0	364075005	Cardiac rate	0	2	en
2536376012	0	48694002	Anxiousness	0	2	en
2536377015	0	48694002	Feeling anxious	0	2	en
2536378013	0	48694002	Anxiety reaction	0	2	en
2536399011	0	58800005	Genus Streptococcus	1	2	en
2536405014	0	57032008	Genus Pseudomonas	1	2	en
2536437010	0	65119002	Genus Staphylococcus	1	2	en
2536482014	0	91861009	AML - Acute myeloblastic leukaemia	1	2	en-GB
2536483016	0	91861009	AML - Acute myeloblastic leukemia	1	2	en-US
2536586014	0	386053000	Clinical evaluation	0	2	en
2536656014	0	385055001	Tablets	0	2	en
2537091012	0	414225004	Family Staphylococcaceae	1	2	en
2537109017	0	415671008	Eucaryotae	1	2	en
2537110010	0	415671008	Eukarya	1	2	en
2537111014	0	415671008	Superkingdom Eukaryota	1	2	en
2537112019	1	415671008	eukaryotes	0	2	en
2537134017	0	413864003	Class Gammaproteobacteria	1	2	en
2537135016	0	413864003	Class Scotobacteria	1	2	en
2537148017	0	409852006	Division Gracilicutes	1	2	en
2537320013	0	414645001	Malignant histiocytic neoplasm - category	0	2	en
2537321012	0	414781009	MM - Mucous membrane	1	2	en
2537322017	0	414781009	Mucous membrane	0	2	en
2537323010	0	414781009	Tunica mucosa	0	2	en
2537358012	0	414414006	Histiocytic proliferation - category	0	2	en
2537359016	0	413441006	Acute monocytic leukemia, FAB M5b	0	2	en-US
2537360014	0	413441006	M5b - Acute monocytic leukemia	0	2	en-US
2537361013	0	413441006	M5b - Acute monocytic leukaemia	0	2	en-GB
2537373013	0	414026006	Disorder of hematopoietic cell proliferation	0	2	en-US
2537409014	0	414885009	Nutritionally fastidious bacteria	0	2	en
2537410016	0	414185006	Facultative anaerobe	0	2	en
2537658019	0	414237002	Quality of entity	0	2	en
2537811012	0	414916001	Adiposis	0	2	en
2537812017	0	414916001	Adiposity	0	2	en
2538023019	0	414387006	Hematological system	0	2	en-US
2538024013	0	414387006	Haematological system	0	2	en-GB
2538025014	0	413443009	Acute myeloid leukemia - category	0	2	en-US
2545280012	0	106237007	Linkage concept (linkage concept)	0	3	en
2545467012	1	282100009	Adverse reactions to substance (disorder)	0	3	en
2545481014	1	281647001	Adverse reactions (disorder)	0	3	en
2545633011	1	4908009	Past history of (context-dependent category)	0	3	en
2545665014	0	58184002	Recurrent disease (disorder)	0	3	en
2546083012	0	417396000	Kingdom Protozoa (organism)	1	3	en
2546124018	0	417437006	Neck and/or chest structure (body structure)	0	3	en
2546161010	0	415991003	Disorder of cardiac ventricle (disorder)	0	3	en
2546163013	0	415993000	Disorder of left cardiac ventricle (disorder)	0	3	en
2546341013	0	416131009	Erythrocyte feature (observable entity)	0	3	en
2546362014	0	416152001	Neck and/or chest and/or abdomen structure (body structure)	0	3	en
2546417014	0	416207009	Class Bacilli (organism)	1	3	en
2546529019	0	416319003	Neck and/or chest and/or abdomen and/or pelvis (body structure)	0	3	en
2546616010	1	416406003	Procedure discontinued (context-dependent category)	0	3	en
2546665017	0	416455007	Form-bacillus (organism)	0	3	en
2546672016	0	416462003	Wound (disorder)	0	3	en
2546681010	1	416471007	Family history of clinical finding (context-dependent category)	0	3	en
2546760016	0	416550000	Chest and/or abdomen structure (body structure)	0	3	en
2546841018	1	416631005	Pelvis and/or lower extremety structure (body structure)	0	3	en
2546985015	0	416775004	Chest and/or abdomen and/or pelvis structure (body structure)	0	3	en
2547096017	0	416886008	Closed wound (disorder)	0	3	en
2547149011	0	416939005	Proliferative mass (morphologic abnormality)	0	3	en
2547159012	0	416949008	Abdomen and/or pelvis structure (body structure)	0	3	en
2547182014	0	416972005	Finding of pelvic structure (finding)	0	3	en
2547286017	0	417076003	Dislocation of shoulder joint (disorder)	0	3	en
2547332010	0	417122000	Contraceptive agent (substance)	0	3	en
2547373011	0	417163006	Traumatic AND/OR non-traumatic injury (disorder)	0	3	en
2547465015	0	417595002	Cell feature (observable entity)	0	3	en
2547532014	1	417662000	Past history of clinical finding (context-dependent category)	0	3	en
2547616015	0	417746004	Traumatic injury (disorder)	0	3	en
2547658017	0	115107007	Streptococcaceae	1	1	en
2548355010	0	417396000	Kingdom Protozoa	1	1	en
2548399018	0	417437006	Neck and chest	0	1	en
2548437019	0	415991003	Disorder of cardiac ventricle	0	1	en
2548439016	0	415993000	Disorder of left cardiac ventricle	0	1	en
2548629017	0	416131009	Erythrocyte feature	0	1	en
2548650014	0	416152001	Neck, chest and abdomen	0	1	en
2548710017	0	416207009	Class Bacilli	1	1	en
2548828010	0	416319003	Neck, chest, abdomen, and pelvis	0	1	en
2548917012	0	416406003	Procedure discontinued	0	1	en
2548968010	0	416455007	Form-bacillus	0	1	en
2548975011	0	416462003	Wound	0	1	en
2548984011	0	416471007	Family history of clinical finding	0	1	en
2549065017	0	416550000	Chest and abdomen	0	1	en
2549151016	1	416631005	Pelvis and lower extremeties	0	2	en
2549304013	0	416775004	Chest, abdomen, and pelvis	0	1	en
2549422010	0	416886008	Closed wound	0	1	en
2549479015	0	416939005	Proliferative mass	0	1	en
2549490013	0	416949008	Abdomen and pelvis	0	1	en
2549514017	0	416972005	Finding of pelvic structure	0	1	en
2549626016	0	417076003	Dislocation of shoulder joint	0	1	en
2549673010	0	417122000	Contraceptive agent	0	1	en
2549714019	0	417163006	Traumatic AND/OR non-traumatic injury	0	1	en
2549808017	0	417595002	Cell feature	0	1	en
2549880010	0	417662000	Past history of clinical finding	0	2	en
2549970010	0	417746004	Traumatic injury	0	1	en
2550014011	0	110378009	Salmonella cholerasuis	1	2	en
2550712018	1	138875005	©2002 - 2005 College of American Pathologists. SNOMED and SNOMED CT are registered trademarks of the College of American Pathologists, all rights reserved.	0	2	en
2550713011	1	138875005	SNOMED Clinical Terms version: 20050731 [R] (July 2005 Release)	1	2	en
2550843019	0	182245002	Arm	0	2	en
2550844013	0	182281004	Leg	0	2	en
2550845014	0	183944003	Procedure rejected by recipient	0	2	en
2551091013	0	243328000	Non-fermenting Gram-negative rod	0	2	en
2551092018	0	243328000	Non-fermentative Gram-negative rod	0	2	en
2551180016	0	27268008	Genus Salmonella	1	2	en
2552021018	0	53120007	Arm	0	2	en
2552388018	0	61685007	Leg	0	2	en
2553335016	0	394908001	Procedure stopped before completion	0	2	en
2553336015	0	394908001	Procedure not completed	0	2	en
2553339010	0	397502001	Salmonella, subgroup 3	1	2	en
2553340012	0	397502001	Salmonella enterica subsp. IIIa	1	2	en
2553540013	0	413441006	Acute monocytic leukaemia, FAB M5b	0	2	en-GB
2553542017	0	414026006	Disorder of haematopoietic cell proliferation	0	2	en-GB
2553543010	0	413443009	Acute myeloid leukaemia - category	0	2	en-GB
2553544016	0	410545000	Not completed	0	2	en
2553629013	0	417396000	Protozoan	0	2	en
2553638010	0	417437006	Neck and/or chest structure	0	2	en
2553712017	0	416152001	Neck and/or chest and/or abdomen structure	0	2	en
2553759012	0	416319003	Neck and/or chest and/or abdomen and/or pelvis	0	2	en
2553823012	0	416471007	Family medical history	0	2	en
2553853017	0	416550000	Chest and/or abdomen structure	0	2	en
2553885019	1	416631005	Pelvis and/or lower extremety structure	0	2	en
2553936011	0	416775004	Chest and/or abdomen and/or pelvis structure	0	2	en
2553998010	0	416949008	Abdomen and/or pelvis structure	0	2	en
2554043013	0	417076003	Dislocation of glenohumeral joint	0	2	en
2554044019	0	417076003	Shoulder dislocation	0	2	en
2554070018	0	417163006	Injury	0	2	en
2554128014	0	417662000	PMH - past medical history	1	2	en
2554129018	0	417662000	Past medical history	0	2	en
2554144017	0	417746004	Injury	0	2	en
2554145016	0	417746004	Injury - disorder	0	2	en
2554146015	0	417746004	Trauma	0	2	en
2560239011	0	106544002	Family Enterobacteriaceae (organism)	1	3	en
2560257012	0	115166000	Kingdom Prokaryote (organism)	1	3	en
2560308012	0	160237006	History/symptoms (navigational concept)	0	3	en
2560608015	0	162781005	On examination - edema of ankles (finding)	0	3	en
2560732015	0	162783008	On examination - edema of legs (finding)	0	3	en
2561153014	0	164471009	On examination - legs (finding)	0	3	en
2562255014	0	196131004	Lung involvement associated with another disorder (disorder)	0	3	en
2562834016	6	215349009	Accident involving being caught in door of road vehicle NEC, pedestrian injured (event)	0	3	en
2563721019	0	214031005	Motor vehicle traffic accident (event)	0	3	en
2563811016	0	216267008	Accident to spacecraft (event)	0	3	en
2564024011	0	218164000	Accident caused by electric current (event)	0	3	en
2564025012	0	218165004	Accident caused by domestic electric current (event)	0	3	en
2565575014	0	217828000	Accidental hanging, except in bed or cradle (event)	0	3	en
2566837013	0	214458008	Noncollision motor vehicle traffic accident involving injury by moving part of the vehicle while boarding or alighting (event)	0	3	en
2566838015	0	214459000	Noncollision motor vehicle traffic accident involving injury by moving part of the vehicle while boarding or alighting, driver of motor vehicle injured (event)	0	3	en
2569775017	0	223464006	Procedure education (procedure)	0	3	en
2569885013	0	226357001	Purine or purine derivative (substance)	0	3	en
2570642013	1	243796009	Context-dependent category (context-dependent category)	0	3	en
2570865018	0	243072006	Cancer education (procedure)	0	3	en
2570899015	0	242238000	Accident to spacecraft in flight (event)	0	3	en
2570905015	0	242244001	Collision of spacecraft (event)	0	3	en
2570908018	0	242247008	Collision of spacecraft with meteorite (event)	0	3	en
2570941015	0	242055009	Accidentally killed (event)	0	3	en
2570943017	0	242070005	Railway and road transport accidents (event)	0	3	en
2571081018	0	242171006	Water or air transport accident (event)	0	3	en
2571106012	0	257557008	Place (environment)	0	3	en
2571109017	0	259553003	Methylated xanthine derivative (substance)	0	3	en
2571234011	0	268918008	On examination - edema (finding)	0	3	en
2571274017	0	271880003	On examination - specified examination finding (finding)	0	3	en
2571332012	0	276339004	Environment (environment)	0	3	en
2571636016	0	282100009	Adverse reaction to substance (disorder)	0	3	en
2571651013	0	272379006	Event (event)	0	3	en
2571869018	1	312850006	History of - disorder (context-dependent category)	0	3	en
2572198018	0	52684005	Assault (event)	0	3	en
2572213018	0	55566008	Accidental physical contact (event)	0	3	en
2572277014	0	77993003	Exposure to attack by other person (event)	0	3	en
2572286016	0	77588008	Exposure to animate mechanical force (event)	0	3	en
2572343018	0	83208000	Exposure to mechanical force (event)	0	3	en
2572345013	0	87281005	Death from overwork (event)	0	3	en
2572346014	0	7878000	Accidental death (event)	0	3	en
2572449015	0	373216001	Non-opioid analgesic (substance)	0	3	en
2572500013	0	386679005	Air and space transport accident (event)	0	3	en
2572540019	0	371772001	Domestic abuse (event)	0	3	en
2572550018	0	370126003	Moved elsewhere (inactive concept)	0	3	en
2572630012	0	392155009	Care regimes education (procedure)	0	3	en
2572727010	0	409073007	Education (procedure)	0	3	en
2572857011	0	412031009	Acetaminophen or acetaminophen derivative (substance)	0	3	en
2572968012	0	404189009	Domestic violence (event)	0	3	en
2573046014	0	408878005	Gastric care education (procedure)	0	3	en
2573047017	0	408881000	Nausea care education (procedure)	0	3	en
2573219012	0	419001004	Alkaloid (substance)	0	3	en
2573242017	0	419901001	Non-steroidal anti-inflammatory drug adverse reaction (disorder)	0	3	en
2573291011	0	418799008	Finding reported by subject or history provider (finding)	0	3	en
2573300017	1	419605007	Structure of ankle and foot (body structure)	0	3	en
2573301018	0	419518009	Finding of ankle or foot (finding)	0	3	en
2573317012	0	419009002	On examination - absence of sensation (finding)	0	3	en
2573335015	0	419003001	Finding of thigh (finding)	0	3	en
2573346017	0	419620001	Death (event)	0	3	en
2573352016	0	417928002	Abuse (event)	0	3	en
2573370018	0	418635006	Legal intervention (event)	0	3	en
2573383017	0	419656003	Examination AND/OR history taking - action (qualifier value)	0	3	en
2573418018	0	418560003	Absence (morphologic abnormality)	0	3	en
2573445017	0	418433008	Surgical intensive care unit (environment)	0	3	en
2573507015	0	418138009	Patient condition finding (finding)	0	3	en
2573551012	0	418019003	Accidental event (event)	0	3	en
2573560016	0	418715001	Exposure to potentially harmful entity (event)	0	3	en
2573561017	0	418399005	Motor vehicle accident (event)	0	3	en
2573562012	0	418161006	Vehicle accident (event)	0	3	en
2573603012	0	418119000	Infant child (person)	0	3	en
2573649015	0	419863000	Hormone, hormone metabolite, hormone precursor, synthetic hormone substitute, AND/OR hormone antagonist (substance)	0	3	en
2573650015	0	419570005	Hormone, synthetic hormone substitute or hormone antagonist (substance)	0	3	en
2573658010	0	419933005	Glucocorticoid (substance)	0	3	en
2573661011	0	418039004	Vaccine, immunoglobulin, AND/OR antiserum (substance)	0	3	en
2573662016	0	418980009	Biological agent (substance)	0	3	en
2573702011	0	419278002	Antimycobacterial agent (substance)	0	3	en
2574059012	0	418925002	Immune hypersensitivity reaction (disorder)	0	3	en
2574241018	0	419547002	Extension Namespace {1000013} (namespace concept)	0	3	en
2574264016	0	420187006	Adverse reaction to antiplatelet agent (disorder)	0	3	en
2574442011	0	418882002	Xanthine or xanthine derivative (substance)	0	3	en
2574456013	0	419376000	Para-aminophenol derivative anti-inflammatory agent (substance)	0	3	en
2574461010	0	419151007	Purine derivative diuretic (substance)	0	3	en
2574623017	0	418775008	Finding method (attribute)	0	3	en
2574624011	0	419066007	Finding informer (attribute)	0	3	en
2574625012	0	419358007	Subject of record or other provider of history (person)	0	3	en
2574627016	0	420158005	Performer of method (person)	0	3	en
2575186018	0	418065000	Betamethasone + neomycin (product)	0	3	en
2575221017	0	419241000	Antibacterial agent (substance)	0	3	en
2575302011	0	417953004	Xanthine agent (substance)	0	3	en
2575372012	0	417937002	Order Enterobacteriales (organism)	1	3	en
2575608018	0	115166000	Prokaryote	0	1	en
2575726011	0	196131004	Lung involvement associated with another disorder	0	1	en
2575745019	0	218164000	Accident caused by electric current	0	1	en
2575782011	0	223464006	Procedure education	0	1	en
2575787017	0	226357001	Purine or derivative	0	1	en
2575824015	0	243796009	Context-dependent category	0	2	en
2575827010	0	243072006	Cancer education	0	1	en
2575854013	0	242171006	Water or air transport accident	0	1	en
2575858011	0	257557008	Place	0	1	en
2575899017	0	276339004	Environment	0	1	en
2575911019	0	282100009	Adverse reaction to substance	0	1	en
2576188014	0	373216001	Non-opioid analgesic	0	1	en
2576205016	0	370126003	Moved elsewhere	0	1	en
